sale_id,customer_name,product_name,sale_amount,sale_date,region,sales_rep
331,John Smith,Dell XPS 13,699.1268340370897,2023-05-23,West,Carol D.
332,  Alice Brown  ,iPhone 14 Pro,1022.1774751648643,2023-04-26,West,Alice J.
333,Carol Davis-Wilson,iPhone 14 Pro,425.98705977659426,2024-02-01,West,Alice J.
334,John Smith,Samsung Galaxy S23,1141.1771442887757,2023-08-18,North,Carol D.
335,  Alice Brown  ,iPhone 14 Pro,782.1362781693578,2024-03-21,North,Carol D.
336,nan,IPHONE 14 PRO,289.89126223977235,2024-03-03,North,Alice J.
337,Carol Davis-Wilson,Dell xps 13,-500.0,2023-06-22,SOUTH,Alice J.
338,jane doe,Dell XPS 13,,2023-08-31,North,Carol D.
339,John Smith,iPhone 14 Pro,968.7331676051831,2024-02-17,North,Carol D.
340,  Alice Brown  ,IPHONE 14 PRO,471.0122184385368,2023-10-27,West,Carol D.
341,John Smith,iphone 14 pro,373.6289639714078,2024-01-20,North,Carol D.
342,  Alice Brown  ,iPhone 14 Pro,546.725871023073,2023-11-25,SOUTH,Alice J.
343,jane doe,Dell xps 13,904.7370623319314,2024-02-06,West,Alice J.
344,jane doe,IPHONE 14 PRO,974.0375501984715,2023-02-23,West,Carol D.
345,nan,Dell xps 13,1004.8169111069781,2023-05-17,SOUTH,Alice J.
346,Carol Davis-Wilson,IPHONE 14 PRO,969.6046393479362,2023-11-12,West,Carol D.
347,david.wilson@email.com,samsung galaxy s23,1080.7675828987449,2024-03-05,West,Alice J.
348,Carol Davis-Wilson,iPhone 14 Pro,,2024-02-28,West,Carol D.
349,  Alice Brown  ,IPHONE 14 PRO,392.4183052878669,2023-03-03,east,Carol D.
350,BOB JOHNSON,iphone 14 pro,574.7569808577861,2023-12-06,North,Alice J.
351,  Alice Brown  ,DELL XPS 13,1002.6658636083134,,SOUTH,Carol D.
352,BOB JOHNSON,iphone 14 pro,622.829596349865,2024-03-16,West,Carol D.
353,jane doe,samsung galaxy s23,655.223922678485,2023-04-26,North,Bob S.
354,  Alice Brown  ,Dell xps 13,815.9880939807788,2023-09-27,east,Alice J.
355,,DELL XPS 13,,2023-11-01,North,Alice J.
356,John Smith,DELL XPS 13,1155.8974288223149,2023-05-01,east,Carol D.
357,  Alice Brown  ,Dell xps 13,427.71039834734745,2023-01-26,West,Bob S.
358,  Alice Brown  ,Dell XPS 13,582.7208963876053,2023-10-24,North,Carol D.
359,nan,Galaxy S23,354.1938354220527,2024-01-25,West,Carol D.
360,BOB JOHNSON,iphone 14 pro,596.7731942088275,2023-04-03,SOUTH,Bob S.
361,  Alice Brown  ,Samsung Galaxy S23,1144.0264128680055,2023-04-28,SOUTH,Carol D.
362,david.wilson@email.com,Dell xps 13,976.1657278367729,2023-04-28,east,Bob S.
363,John Smith,DELL XPS 13,804.6091973276816,2024-01-04,North,Carol D.
364,,DELL XPS 13,676.3269702481623,2023-08-04,North,Alice J.
365,Mike O'Connor,samsung galaxy s23,609.9780363218357,2023-02-08,North,Alice J.
366,John Smith,IPHONE 14 PRO,655.6574795785424,2024-01-08,east,Carol D.
367,,Galaxy S23,852.2768366049288,2024-03-07,North,Alice J.
368,BOB JOHNSON,iPhone 14 Pro,777.8602671915385,2023-12-23,east,Carol D.
369,,Samsung Galaxy S23,1422.6536947818422,2023-09-04,east,Carol D.
370,Carol Davis-Wilson,Dell xps 13,231.39190740496588,2023-01-07,North,Carol D.
371,david.wilson@email.com,Dell XPS 13,970.872464810977,2023-10-18,SOUTH,Bob S.
372,  Alice Brown  ,Dell XPS 13,1011.2709008160937,2024-02-17,east,Alice J.
373,Carol Davis-Wilson,Dell xps 13,1170.8522924760243,2023-10-04,West,Carol D.
374,nan,Galaxy S23,1283.639319585119,2023-10-03,West,Carol D.
375,,samsung galaxy s23,578.5913634636124,2023-08-19,east,Bob S.
376,david.wilson@email.com,DELL XPS 13,751.2033228995809,2024-01-04,North,Carol D.
377,John Smith,samsung galaxy s23,956.4392369883209,2023-11-21,West,Alice J.
378,Carol Davis-Wilson,DELL XPS 13,849.7701356201115,2023-06-17,SOUTH,Alice J.
379,John Smith,IPHONE 14 PRO,844.9444474282687,2023-03-13,SOUTH,Bob S.
380,david.wilson@email.com,samsung galaxy s23,,2023-12-08,West,Carol D.
381,nan,Galaxy S23,838.1043199882147,2024-01-06,SOUTH,Carol D.
382,John Smith,Galaxy S23,910.3876541641347,2023-05-12,North,Alice J.
383,,DELL XPS 13,917.4807560360669,2023-10-06,SOUTH,Bob S.
384,,DELL XPS 13,725.3329833563438,2023-01-26,SOUTH,Alice J.
385,Carol Davis-Wilson,Dell xps 13,771.8934482878753,2024-01-03,North,Alice J.
386,nan,Galaxy S23,842.3986414021348,2023-06-18,east,Alice J.
387,BOB JOHNSON,iphone 14 pro,508.838560758902,2023-07-01,SOUTH,Alice J.
388,BOB JOHNSON,samsung galaxy s23,929.8210741108132,2023-05-06,West,Bob S.
389,Carol Davis-Wilson,Galaxy S23,1076.8214517986316,2023-06-15,SOUTH,Alice J.
390,Mike O'Connor,samsung galaxy s23,102.19389746826982,2023-12-27,North,Carol D.
391,,iPhone 14 Pro,683.2462075528539,2023-01-01,North,Alice J.
392,Carol Davis-Wilson,Dell XPS 13,663.1593026307838,2023-07-31,North,Alice J.
393,  Alice Brown  ,iphone 14 pro,920.7826416592748,2023-05-12,North,Bob S.
394,,Dell xps 13,1345.907334270843,2023-11-20,West,Carol D.
395,Mike O'Connor,Galaxy S23,896.928182795112,2023-05-22,east,Carol D.
396,BOB JOHNSON,Dell xps 13,1311.3850679093057,2023-07-11,North,Alice J.
397,  Alice Brown  ,iphone 14 pro,541.5716152585742,2023-04-22,North,Alice J.
398,,Dell XPS 13,290.0990712841244,2023-09-12,West,Bob S.
399,david.wilson@email.com,DELL XPS 13,830.7113500570517,2023-01-23,SOUTH,Bob S.
400,david.wilson@email.com,samsung galaxy s23,867.3182422902902,2023-10-23,SOUTH,Alice J.
401,Carol Davis-Wilson,samsung galaxy s23,466.46864116134145,,SOUTH,Alice J.
402,Mike O'Connor,samsung galaxy s23,926.9527029303683,2023-05-23,SOUTH,Carol D.
403,BOB JOHNSON,samsung galaxy s23,876.3353695355719,2024-03-10,West,Alice J.
404,Carol Davis-Wilson,DELL XPS 13,744.9876021671171,2023-11-11,North,Bob S.
405,nan,Galaxy S23,740.1412692426422,2023-12-22,east,Bob S.
406,,iphone 14 pro,,2023-03-15,east,Bob S.
407,Mike O'Connor,iphone 14 pro,222.19203424736315,2023-03-14,West,Alice J.
408,John Smith,samsung galaxy s23,640.2072331313955,2023-05-11,North,Bob S.
409,david.wilson@email.com,Samsung Galaxy S23,336.67988513764413,2023-03-02,West,Bob S.
410,Mike O'Connor,Dell xps 13,997.6871427318981,2023-02-26,SOUTH,Carol D.
411,BOB JOHNSON,iPhone 14 Pro,369.69943351133674,2023-08-06,North,Alice J.
412,John Smith,Samsung Galaxy S23,347.4614498308083,2023-09-05,east,Carol D.
413,david.wilson@email.com,DELL XPS 13,393.99669461628264,2023-12-26,SOUTH,Bob S.
414,jane doe,iPhone 14 Pro,,2024-03-15,east,Bob S.
415,david.wilson@email.com,DELL XPS 13,762.8939024296559,2023-09-29,West,Bob S.
416,,Dell XPS 13,1088.666529157384,2023-10-09,east,Alice J.
417,Carol Davis-Wilson,iPhone 14 Pro,,2024-01-12,SOUTH,Bob S.
418,jane doe,iphone 14 pro,1214.8520506721131,2024-02-12,SOUTH,Carol D.
419,  Alice Brown  ,DELL XPS 13,684.1991837985516,2023-06-10,east,Alice J.
420,david.wilson@email.com,Samsung Galaxy S23,428.64937413947587,2023-03-26,east,Bob S.
421,,Dell XPS 13,671.1074076126811,2023-11-27,West,Bob S.
422,BOB JOHNSON,iPhone 14 Pro,1599.1852740943755,2023-05-06,West,Carol D.
423,  Alice Brown  ,Galaxy S23,978.2617961284285,2023-10-16,SOUTH,Bob S.
424,Carol Davis-Wilson,iphone 14 pro,881.1174619626322,2024-03-07,North,Carol D.
425,jane doe,Galaxy S23,343.1884479074309,2023-04-27,North,Carol D.
426,,samsung galaxy s23,318.0225467682936,2023-11-24,SOUTH,Carol D.
427,,DELL XPS 13,332.7457468278103,2024-01-03,West,Carol D.
428,  Alice Brown  ,iphone 14 pro,891.4812816896349,2023-08-31,North,Bob S.
429,nan,Galaxy S23,826.2466637995831,2023-11-08,West,Alice J.
430,Carol Davis-Wilson,IPHONE 14 PRO,,2024-01-27,SOUTH,Alice J.
431,Carol Davis-Wilson,Dell xps 13,1221.3703399320848,2024-01-16,North,Carol D.
432,BOB JOHNSON,Galaxy S23,851.2259435505854,2023-01-08,east,Alice J.
433,John Smith,Samsung Galaxy S23,1328.9941336018958,2023-10-24,SOUTH,Alice J.
434,Carol Davis-Wilson,IPHONE 14 PRO,590.7988563515485,2023-11-27,North,Carol D.
435,BOB JOHNSON,Dell XPS 13,358.65334588332206,2023-01-07,east,Bob S.
436,david.wilson@email.com,iphone 14 pro,799.3972483146998,2024-03-20,east,Bob S.
437,Carol Davis-Wilson,IPHONE 14 PRO,472.6708890978003,2023-12-15,east,Bob S.
438,,iphone 14 pro,985.4030796989041,2023-11-21,North,Alice J.
439,jane doe,Samsung Galaxy S23,732.8801346820972,2023-04-22,SOUTH,Alice J.
440,david.wilson@email.com,Samsung Galaxy S23,805.388680797438,2024-03-06,North,Alice J.
441,Mike O'Connor,DELL XPS 13,413.0201624594447,2023-10-25,east,Carol D.
442,Carol Davis-Wilson,iPhone 14 Pro,969.7620641034317,2023-08-07,SOUTH,Bob S.
443,John Smith,samsung galaxy s23,,2023-08-21,SOUTH,Bob S.
444,  Alice Brown  ,iphone 14 pro,1001.8886067588176,2023-06-27,SOUTH,Alice J.
445,John Smith,DELL XPS 13,445.95993961057655,2023-01-15,SOUTH,Carol D.
446,nan,DELL XPS 13,585.6710180037861,2023-03-20,east,Carol D.
447,Carol Davis-Wilson,Galaxy S23,263.71403844271697,2023-08-15,West,Alice J.
448,Carol Davis-Wilson,DELL XPS 13,,2023-02-08,North,Bob S.
449,david.wilson@email.com,Dell XPS 13,882.7754534413556,2023-12-03,West,Carol D.
450,  Alice Brown  ,Dell XPS 13,554.7855389820631,2023-06-02,SOUTH,Bob S.
451,david.wilson@email.com,samsung galaxy s23,995.2687282077362,,North,Bob S.
452,nan,Galaxy S23,624.3238115924149,2023-10-15,SOUTH,Carol D.
453,John Smith,Dell XPS 13,642.7218822393672,2023-12-22,West,Carol D.
454,Mike O'Connor,Galaxy S23,276.4494059091247,2023-12-10,West,Carol D.
455,david.wilson@email.com,iPhone 14 Pro,766.3607825770606,2023-10-08,SOUTH,Bob S.
456,nan,Dell XPS 13,786.5931635898186,2024-01-22,SOUTH,Bob S.
457,Mike O'Connor,Dell XPS 13,916.9416210239284,2023-06-16,West,Alice J.
458,Mike O'Connor,Dell xps 13,,2023-07-30,West,Carol D.
459,nan,Dell xps 13,830.6949481015,2023-12-31,North,Carol D.
460,BOB JOHNSON,DELL XPS 13,707.876107675239,2024-02-04,North,Alice J.
461,david.wilson@email.com,samsung galaxy s23,652.8073812930465,2023-05-06,North,Alice J.
462,nan,iPhone 14 Pro,1130.7492086992534,2023-08-02,West,Bob S.
463,  Alice Brown  ,Samsung Galaxy S23,773.3537320093625,2024-02-16,North,Alice J.
464,John Smith,iPhone 14 Pro,696.9097626375182,2023-12-15,West,Bob S.
465,jane doe,IPHONE 14 PRO,-46.3310104525965,2024-01-24,North,Bob S.
466,Carol Davis-Wilson,Samsung Galaxy S23,1335.8249632756551,2023-03-15,North,Alice J.
467,nan,iPhone 14 Pro,0.0,2023-05-06,SOUTH,Carol D.
468,  Alice Brown  ,Galaxy S23,951.1146982240825,2023-05-19,east,Bob S.
469,nan,DELL XPS 13,,2023-11-22,North,Bob S.
470,nan,samsung galaxy s23,988.2158413181388,2024-02-10,North,Carol D.
471,,Samsung Galaxy S23,,2023-02-23,North,Alice J.
472,nan,Dell XPS 13,701.0974263395975,2024-02-28,North,Carol D.
473,  Alice Brown  ,IPHONE 14 PRO,156.92142787173452,2023-01-05,West,Carol D.
474,jane doe,Galaxy S23,1198.5471659498842,2023-06-14,North,Bob S.
475,BOB JOHNSON,iPhone 14 Pro,608.3594128775205,2023-09-29,east,Bob S.
476,,iPhone 14 Pro,985.0026641663687,2023-02-04,east,Alice J.
477,  Alice Brown  ,samsung galaxy s23,,2023-02-01,SOUTH,Alice J.
478,John Smith,Galaxy S23,457.0840743010817,2024-02-01,SOUTH,Bob S.
479,BOB JOHNSON,Dell xps 13,1072.587863732348,2023-08-31,SOUTH,Alice J.
480,,DELL XPS 13,630.4949114314682,2024-03-18,West,Carol D.
481,  Alice Brown  ,IPHONE 14 PRO,286.0529127810645,2023-05-10,SOUTH,Alice J.
482,BOB JOHNSON,DELL XPS 13,1059.5226364062444,2023-11-07,West,Carol D.
483,BOB JOHNSON,iphone 14 pro,,2023-01-08,SOUTH,Carol D.
484,david.wilson@email.com,IPHONE 14 PRO,829.1843685535741,2024-01-11,east,Carol D.
485,nan,samsung galaxy s23,,2023-02-02,West,Bob S.
486,Mike O'Connor,samsung galaxy s23,836.3442807459455,2023-11-16,east,Bob S.
487,nan,DELL XPS 13,538.0449419695126,2023-02-14,SOUTH,Alice J.
488,BOB JOHNSON,Dell xps 13,1354.5161426566565,2023-11-25,SOUTH,Alice J.
489,BOB JOHNSON,samsung galaxy s23,1097.0179244558374,2023-03-31,SOUTH,Bob S.
490,david.wilson@email.com,samsung galaxy s23,690.2088478026926,2023-12-05,SOUTH,Carol D.
491,Mike O'Connor,Samsung Galaxy S23,566.5131510448655,2023-12-07,North,Carol D.
492,John Smith,IPHONE 14 PRO,220.58686275845275,2023-07-23,North,Bob S.
493,John Smith,iphone 14 pro,893.9886872716373,2024-01-13,SOUTH,Alice J.
494,BOB JOHNSON,IPHONE 14 PRO,928.198227678551,2023-03-24,North,Bob S.
495,david.wilson@email.com,IPHONE 14 PRO,933.0912194577305,2024-03-02,North,Bob S.
496,BOB JOHNSON,Samsung Galaxy S23,575.8871367426885,2024-03-24,West,Bob S.
497,david.wilson@email.com,Dell XPS 13,1162.5634901143292,2023-07-24,West,Carol D.
498,  Alice Brown  ,samsung galaxy s23,896.1703549307174,2023-05-18,SOUTH,Alice J.
499,Carol Davis-Wilson,IPHONE 14 PRO,913.9615284336035,2023-11-09,West,Carol D.
500,John Smith,Samsung Galaxy S23,835.1454396671879,2023-04-06,east,Alice J.
